mzbin,feature,cluster,charge
623.0597686230001,236,73,2
623.5605760005001,236,73,2
624.0620632465,236,73,2
623.0597686230001,237,73,1
624.0620632465,237,73,1
623.309717761,238,73,4
623.5605760005001,238,73,4
623.8112244965,238,73,4
624.0620632465,238,73,4
623.309717761,239,73,2
623.8112244965,239,73,2
623.5605760005001,240,73,4
623.8112244965,240,73,4
624.0620632465,240,73,4
623.5605760005001,241,73,2
624.0620632465,241,73,2
623.8112244965,242,73,4
624.0620632465,242,73,4
624.9528,243,74,3
625.2876768394999,243,74,3
625.622403678,243,74,3
625.9568553439999,243,74,3
624.9528,244,74,1
625.9568553439999,244,74,1
625.2876768394999,245,74,3
625.622403678,245,74,3
625.9568553439999,245,74,3
625.4281,246,75,4
625.67893875,246,75,4
625.5545999999999,247,76,4
625.8051686245001,247,76,4
626.0560073745,247,76,4
626.810230522,247,76,4
625.5545999999999,248,76,2
626.0560073745,248,76,2
625.622403678,249,74,3
625.9568553439999,249,74,3
625.8051686245001,250,76,4
626.0560073745,250,76,4
626.810230522,250,76,4
627.312020778,250,76,4
626.810230522,251,76,2
627.312020778,251,76,2
627.815667756,251,76,2
628.317345256,251,76,2
626.810230522,252,76,1
627.815667756,252,76,1
627.312020778,253,76,2
627.815667756,253,76,2
628.317345256,253,76,2
627.312020778,254,76,1
628.317345256,254,76,1
627.815667756,255,76,2
628.317345256,255,76,2
629.2764,256,77,2
629.7780775,256,77,2
630.0649,257,78,2
630.5665775,257,78,2
633.3012,258,79,2
633.8028775,258,79,2
638.8444,259,80,2
639.3448372519999,259,80,2
639.846514752,259,80,2
638.8444,260,80,1
639.846514752,260,80,1
639.3448372519999,261,80,2
639.846514752,261,80,2
643.8397,262,81,2
644.3413774999999,262,81,2
645.9932,263,82,3
646.3276516665001,263,82,3
647.8242,264,83,1
648.8275550000001,264,83,1
649.833211034,264,83,1
650.836741205,264,83,1
649.6691,265,83,3
650.003324831,265,83,3
650.3375899175,265,83,3
650.6722147465,265,83,3
649.6691,266,83,2
650.1703640845001,266,83,2
650.6722147465,266,83,2
652.1776110235,266,83,2
649.6691,267,83,1
650.6722147465,267,83,1
649.833211034,268,83,3
650.1703640845001,268,83,3
650.5045909195001,268,83,3
650.836741205,268,83,3
649.833211034,269,83,2
650.3375899175,269,83,2
650.836741205,269,83,2
650.003324831,270,83,3
650.3375899175,270,83,3
650.6722147465,270,83,3
650.003324831,271,83,2
650.5045909195001,271,83,2
650.1703640845001,272,83,3
650.5045909195001,272,83,3
650.836741205,272,83,3
652.1776110235,272,83,3
650.1703640845001,273,83,2
650.6722147465,273,83,2
652.1776110235,273,83,2
650.2842,274,84,2
650.7869402614999,274,84,2
651.2886177615001,274,84,2
650.2842,275,84,1
651.2886177615001,275,84,1
650.3375899175,276,83,3
650.6722147465,276,83,3
650.7869402614999,277,84,2
651.2886177615001,277,84,2
652.0518999999999,278,85,4
652.30273875,278,85,4
652.1776110235,279,83,4
652.42903875,279,83,4
657.2797,280,86,1
658.2834305125,280,86,1
659.2862244954999,280,86,1
658.2834305125,281,86,2
658.785187247,281,86,2
659.2862244954999,281,86,2
659.7879019955001,281,86,2
658.2834305125,282,86,1
659.2862244954999,282,86,1
658.785187247,283,86,2
659.2862244954999,283,86,2
659.7879019955001,283,86,2
658.785187247,284,86,1
659.7879019955001,284,86,1
659.2862244954999,285,86,2
659.7879019955001,285,86,2
661.3212000000001,286,87,2
661.822837245,286,87,2
662.3249402575,286,87,2
662.8266177575,286,87,2
663.3282952575,286,87,2
661.3212000000001,287,87,1
662.3249402575,287,87,1
663.3282952575,287,87,1
661.822837245,288,87,2
662.3249402575,288,87,2
662.8266177575,288,87,2
663.3282952575,288,87,2
661.822837245,289,87,1
662.8266177575,289,87,1
662.3249402575,290,87,2
662.8266177575,290,87,2
663.3282952575,290,87,2
662.8266177575,291,87,3
663.162776845,291,87,3
663.4970150940001,291,87,3
662.9938,292,87,3
663.3282952575,292,87,3
663.664240928,292,87,3
662.9938,293,87,2
663.4970150940001,293,87,2
663.0657,294,88,2
663.5673775,294,88,2
663.162776845,295,87,3
663.4970150940001,295,87,3
663.162776845,296,87,2
663.664240928,296,87,2
667.4996,297,89,2
668.0012775,297,89,2
671.2059999999999,298,90,4
671.4568387500001,298,90,4
682.3301,299,91,1
683.3346805169999,299,91,1
683.3346805169999,300,91,4
683.5887201395001,300,91,4
683.8375775,300,91,4
684.0903976395,300,91,4
683.3346805169999,301,91,2
683.8375775,301,91,2
683.5887201395001,302,91,2
684.0903976395,302,91,2
684.7308,303,92,3
685.0652516665,303,92,3
687.3604,304,93,3
687.6961768445001,304,93,3
688.0306285115,304,93,3
687.6961768445001,305,93,3
688.0306285115,305,93,3
692.811,306,94,2
693.3126775000001,306,94,2
699.3441,307,95,2
699.8450372495,307,95,2
700.3467147495,307,95,2
700.8483922495,307,95,2
699.3441,308,95,1
700.3467147495,308,95,1
699.8450372495,309,95,2
700.3467147495,309,95,2
700.8483922495,309,95,2
699.8450372495,310,95,1
700.8483922495,310,95,1
700.3467147495,311,95,2
700.8483922495,311,95,2
706.8408999999999,312,96,4
707.0910686264999,312,96,4
707.3412872525,312,96,4
707.591455879,312,96,4
707.8421245025,312,96,4
708.0927931260001,312,96,4
708.34341175,312,96,4
706.8408999999999,313,96,2
707.3412872525,313,96,2
707.8421245025,313,96,2
708.34341175,313,96,2
708.844769124,313,96,2
707.0910686264999,314,96,4
707.3412872525,314,96,4
707.591455879,314,96,4
707.8421245025,314,96,4
708.0927931260001,314,96,4
708.34341175,314,96,4
708.5932617475,314,96,4
707.0910686264999,315,96,2
707.591455879,315,96,2
708.0927931260001,315,96,2
708.5932617475,315,96,2
707.0910686264999,316,96,1
708.0927931260001,316,96,1
707.3412872525,317,96,4
707.591455879,317,96,4
707.8421245025,317,96,4
708.0927931260001,317,96,4
708.34341175,317,96,4
708.5932617475,317,96,4
708.844769124,317,96,4
707.3412872525,318,96,2
707.8421245025,318,96,2
708.34341175,318,96,2
708.844769124,318,96,2
707.3412872525,319,96,1
708.34341175,319,96,1
707.591455879,320,96,4
707.8421245025,320,96,4
708.0927931260001,320,96,4
708.34341175,320,96,4
708.5932617475,320,96,4
708.844769124,320,96,4
707.591455879,321,96,2
708.0927931260001,321,96,2
708.5932617475,321,96,2
707.591455879,322,96,1
708.5932617475,322,96,1
707.8421245025,323,96,4
708.0927931260001,323,96,4
708.34341175,323,96,4
708.5932617475,323,96,4
708.844769124,323,96,4
707.8421245025,324,96,2
708.34341175,324,96,2
708.844769124,324,96,2
707.8421245025,325,96,1
708.844769124,325,96,1
708.0927931260001,326,96,4
708.34341175,326,96,4
708.5932617475,326,96,4
708.844769124,326,96,4
708.0927931260001,327,96,2
708.5932617475,327,96,2
708.34341175,328,96,4
708.5932617475,328,96,4
708.844769124,328,96,4
708.34341175,329,96,2
708.844769124,329,96,2
708.5932617475,330,96,4
708.844769124,330,96,4
715.1445,331,97,1
716.1478549999999,331,97,1
715.5457,332,98,1
716.549055,332,98,1
716.8490999999999,333,99,3
717.1853768475,333,99,3
717.5198285145,333,99,3
717.1853768475,334,99,3
717.5198285145,334,99,3
720.011,335,100,3
720.3450248325,335,100,3
720.6793872495,335,100,3
721.0137013305,335,100,3
720.011,336,100,2
720.512324834,336,100,2
721.0137013305,336,100,2
720.011,337,100,1
721.0137013305,337,100,1
720.1785,338,100,3
720.512324834,338,100,3
721.1810647494999,338,100,3
720.1785,339,100,2
720.6793872495,339,100,2
721.1810647494999,339,100,2
720.1785,340,100,1
721.1810647494999,340,100,1
720.3450248325,341,100,3
720.6793872495,341,100,3
721.0137013305,341,100,3
720.512324834,342,100,2
721.0137013305,342,100,2
720.6793872495,343,100,3
721.0137013305,343,100,3
720.6793872495,344,100,2
721.1810647494999,344,100,2
724.3607,345,101,3
724.6947748325,345,101,3
725.0289996639999,345,101,3
725.3632244949999,345,101,3
725.6976493249999,345,101,3
726.0321009920001,345,101,3
724.3607,346,101,1
725.3632244949999,346,101,1
724.6947748325,347,101,3
725.0289996639999,347,101,3
725.3632244949999,347,101,3
725.6976493249999,347,101,3
726.0321009920001,347,101,3
724.6947748325,348,101,1
725.6976493249999,348,101,1
725.0289996639999,349,101,3
725.3632244949999,349,101,3
725.6976493249999,349,101,3
726.0321009920001,349,101,3
725.0289996639999,350,101,1
726.0321009920001,350,101,1
725.3632244949999,351,101,3
725.6976493249999,351,101,3
726.0321009920001,351,101,3
725.6976493249999,352,101,3
726.0321009920001,352,101,3
726.1435,353,102,1
727.146855,353,102,1
726.3567,354,103,1
727.360055,354,103,1
728.6214,355,104,4
728.87223875,355,104,4
738.6734,356,105,3
739.0070748345,356,105,3
739.3405496705,356,105,3
739.675001337,356,105,3
738.6734,357,105,1
739.675001337,357,105,1
739.0070748345,358,105,3
739.3405496705,358,105,3
739.675001337,358,105,3
739.3405496705,359,105,3
739.675001337,359,105,3
758.3804,360,106,2
758.8823402569999,360,106,2
759.384080512,360,106,2
759.885758012,360,106,2
758.3804,361,106,1
759.384080512,361,106,1
758.8823402569999,362,106,2
759.384080512,362,106,2
759.885758012,362,106,2
758.8823402569999,363,106,1
759.885758012,363,106,1
759.384080512,364,106,2
759.885758012,364,106,2
762.7520999999999,365,107,3
763.0865248299999,365,107,3
763.4208996605,365,107,3
763.7552244915,365,107,3
764.089676158,365,107,3
762.7520999999999,366,107,1
763.7552244915,366,107,1
763.0865248299999,367,107,3
763.4208996605,367,107,3
763.7552244915,367,107,3
764.089676158,367,107,3
763.0865248299999,368,107,1
764.089676158,368,107,1
763.4208996605,369,107,3
763.7552244915,369,107,3
764.089676158,369,107,3
763.7552244915,370,107,3
764.089676158,370,107,3
779.4014,371,108,1
780.404755,371,108,1
781.3575000000001,372,109,3
781.6917248315,372,109,3
782.026176498,372,109,3
781.6917248315,373,109,3
782.026176498,373,109,3
785.8516,374,110,3
786.1860516665,374,110,3
790.9259,375,111,2
791.4275775,375,111,2
795.6698,376,112,3
796.0042516665001,376,112,3
800.3803,377,113,2
800.8815140844999,377,113,2
800.5466,378,113,3
800.8815140844999,378,113,3
809.0781999999999,379,114,3
809.4128768380001,379,114,3
809.7473285045,379,114,3
809.4128768380001,380,114,3
809.7473285045,380,114,3
820.4716000000001,381,115,2
820.9738402580001,381,115,2
821.475517758,381,115,2
820.4716000000001,382,115,1
821.475517758,382,115,1
820.9738402580001,383,115,2
821.475517758,383,115,2
830.4077,384,116,3
830.7421516665,384,116,3
833.5685000000001,385,117,3
833.9035268405,385,117,3
834.2381409225,385,117,3
833.5685000000001,386,117,2
834.0708248349999,386,117,2
833.7372,387,117,3
834.0708248349999,387,117,3
834.405276502,387,117,3
833.7372,388,117,2
834.2381409225,388,117,2
833.9035268405,389,117,3
834.2381409225,389,117,3
834.0708248349999,390,117,3
834.405276502,390,117,3
847.7565999999999,391,118,2
848.2557640970001,391,118,2
847.9187999999999,392,118,3
848.2557640970001,392,118,3
847.9187999999999,393,118,2
848.420414082,393,118,2
848.0859,394,118,3
848.420414082,394,118,3
863.8127999999999,395,119,1
864.816155,395,119,1
864.0135,396,120,1
865.0168550000001,396,120,1
865.9237,397,121,2
866.4253902549999,397,121,2
866.9270372450001,397,121,2
867.428714745,397,121,2
865.9237,398,121,1
866.9270372450001,398,121,1
866.4253902549999,399,121,2
866.9270372450001,399,121,2
867.428714745,399,121,2
866.4253902549999,400,121,1
867.428714745,400,121,1
866.9270372450001,401,121,2
867.428714745,401,121,2
868.7357999999999,402,122,3
869.0679248434999,402,122,3
869.4023765105001,402,122,3
869.736364762,402,122,3
868.8993,403,122,3
869.2328248355,403,122,3
869.567199666,403,122,3
869.9020140895,403,122,3
868.8993,404,122,2
869.4023765105001,404,122,2
869.9020140895,404,122,2
868.8993,405,122,1
869.9020140895,405,122,1
869.0679248434999,406,122,3
869.4023765105001,406,122,3
869.736364762,406,122,3
869.0679248434999,407,122,2
869.567199666,407,122,2
872.0720734915001,407,122,2
869.2328248355,408,122,3
869.567199666,408,122,3
869.9020140895,408,122,3
869.2328248355,409,122,2
869.736364762,409,122,2
869.4023765105001,410,122,3
869.736364762,410,122,3
869.4023765105001,411,122,2
869.9020140895,411,122,2
872.407350333,411,122,2
869.567199666,412,122,3
869.9020140895,412,122,3
872.0720734915001,413,122,3
872.407350333,413,122,3
893.6804,414,123,4
893.9307186255,414,123,4
894.1806372535,414,123,4
894.4314760034999,414,123,4
894.682840267,414,123,4
894.9334186359999,414,123,4
895.184257386,414,123,4
893.6804,415,123,2
894.1806372535,415,123,2
894.682840267,415,123,2
895.184257386,415,123,2
893.6804,416,123,1
894.682840267,416,123,1
893.9307186255,417,123,4
894.1806372535,417,123,4
894.4314760034999,417,123,4
894.682840267,417,123,4
894.9334186359999,417,123,4
895.184257386,417,123,4
893.9307186255,418,123,2
894.4314760034999,418,123,2
894.9334186359999,418,123,2
893.9307186255,419,123,1
894.9334186359999,419,123,1
894.1806372535,420,123,4
894.4314760034999,420,123,4
894.682840267,420,123,4
894.9334186359999,420,123,4
895.184257386,420,123,4
894.1806372535,421,123,2
894.682840267,421,123,2
895.184257386,421,123,2
894.1806372535,422,123,1
895.184257386,422,123,1
894.4314760034999,423,123,4
894.682840267,423,123,4
894.9334186359999,423,123,4
895.184257386,423,123,4
894.4314760034999,424,123,2
894.9334186359999,424,123,2
894.682840267,425,123,4
894.9334186359999,425,123,4
895.184257386,425,123,4
894.9334186359999,426,123,4
895.184257386,426,123,4
914.931,427,124,2
915.432690255,427,124,2
915.93438051,427,124,2
916.4360580099999,427,124,2
914.931,428,124,1
915.93438051,428,124,1
915.432690255,429,124,2
915.93438051,429,124,2
916.4360580099999,429,124,2
915.432690255,430,124,1
916.4360580099999,430,124,1
915.93438051,431,124,2
916.4360580099999,431,124,2
919.1003000000001,432,125,3
919.4344748315,432,125,3
919.7691268394999,432,125,3
920.1035785060001,432,125,3
919.1003000000001,433,125,1
920.1035785060001,433,125,1
919.4344748315,434,125,3
919.7691268394999,434,125,3
920.1035785060001,434,125,3
919.7691268394999,435,125,3
920.1035785060001,435,125,3
937.9416,436,126,2
938.4437402574999,436,126,2
938.9454177575,436,126,2
939.4470952575,436,126,2
940.4504502575,436,126,2
937.9416,437,126,1
938.9454177575,437,126,1
938.4437402574999,438,126,2
938.9454177575,438,126,2
939.4470952575,438,126,2
940.4504502575,438,126,2
938.4437402574999,439,126,1
939.4470952575,439,126,1
940.4504502575,439,126,1
942.4541479805,439,126,1
938.9454177575,440,126,2
939.4470952575,440,126,2
940.4504502575,440,126,2
939.4470952575,441,126,1
940.4504502575,441,126,1
942.4541479805,441,126,1
943.456774818,441,126,1
942.1172,442,126,3
942.4541479805,442,126,3
942.7855996630001,442,126,3
943.1196244954999,442,126,3
943.456774818,442,126,3
942.1172,443,126,1
943.1196244954999,443,126,1
942.4541479805,444,126,3
942.7855996630001,444,126,3
943.1196244954999,444,126,3
943.456774818,444,126,3
942.4541479805,445,126,1
943.456774818,445,126,1
942.7855996630001,446,126,3
943.1196244954999,446,126,3
943.456774818,446,126,3
943.1196244954999,447,126,3
943.456774818,447,126,3
960.447,448,127,2
960.9486775,448,127,2
999.4499000000001,449,128,3
999.7843516665,449,128,3
